OBJECTID,REF_ID_COD,UNIQUE_ID,DATA_SOURC,LOC_METHOD,ORIG_ID,SLIDE_NAME,LENGTH_ft,WIDTH_ft,DEPTH_ft,SLOPE,TYPE_MOVE,MOVE_CLASS,CONTR_FACT,TYPE_MTRL,AREA_ft2,VOLUME_ft3,DEEP_SHAL,DAMAGES,LOSSES,COMMENTS,ANNUAL_COST,REPAIR_COST,YEAR,DATE_RANGE,REACTIVATION,MONTH,DAY,x,y
2711,HofmRJ2000,LS_2932,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",258,288,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13755233.8707705,5665168.11278456
2712,HofmRJ2000,LS_2933,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",259,298,0,0,0,0,,,,,0,0,,,,,0,0,1996,,,02,,-13755263.3410813,5664215.71448369
2713,HofmRJ2000,LS_2934,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",260,314,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13755407.106801,5655773.18191266
2714,HofmRJ2000,LS_2935,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",261,311,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13755900.5479088,5656989.80149743
2715,HofmRJ2000,LS_2936,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",262,3,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13755111.2475475,5542882.24404003
2716,HofmRJ2000,LS_2937,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",263,293,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13756053.6472895,5664319.20123178
2717,HofmRJ2000,LS_2938,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",264,310,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13756082.3784884,5657104.73564158
2718,HofmRJ2000,LS_2939,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",265,313,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13756234.2873835,5657096.32107756
2719,HofmRJ2000,LS_2940,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",266,296,0,0,0,0,,,,,0,0,,,,,0,0,1996,,,02,,-13756483.8668354,5664701.26306886
2720,HofmRJ2000,LS_2941,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",267,316,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13756497.7007782,5657493.81044853
2721,HofmRJ2000,LS_2942,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",268,317,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13756496.8058795,5657377.63714816
2722,HofmRJ2000,LS_2943,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",269,376,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13756040.7396466,5587682.06576711
2723,HofmRJ2000,LS_2944,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",270,303,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13756590.2501566,5662360.45613321
2724,HofmRJ2000,LS_2945,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",271,315,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13756586.7859938,5657812.77905174
2725,HofmRJ2000,LS_2946,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",272,297,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13756678.902145,5663617.06178067
2726,HofmRJ2000,LS_2947,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",273,17,0,0,0,0,,,,,0,0,,,,Aerial Photo Evaluation,0,0,1996,,,02,,-13755773.6659763,5533214.18794415
2727,HofmRJ2000,LS_2948,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",274,289,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13756840.1026825,5664880.4351992
2728,HofmRJ2000,LS_2949,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",275,295,0,0,0,0,,,,,0,0,,,,,0,0,1996,,,02,,-13757004.671942,5663600.13177726
2729,HofmRJ2000,LS_2950,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",276,304,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13756986.9806229,5658100.49915853
2730,HofmRJ2000,LS_2951,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",277,276,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13757060.7843735,5667379.4748938
2731,HofmRJ2000,LS_2952,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",278,305,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13757036.6143394,5657969.33475965
2732,HofmRJ2000,LS_2953,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",279,1,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13756470.8026825,5542153.42638997
2733,HofmRJ2000,LS_2954,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",280,290,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13757515.0469513,5665064.58036456
2734,HofmRJ2000,LS_2955,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",281,275,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13757580.5740617,5668117.34612272
2735,HofmRJ2000,LS_2956,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",282,294,0,0,0,0,,,,,0,0,,,,,0,0,1996,,,02,,-13757559.8670608,5663239.97920666
2736,HofmRJ2000,LS_2957,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",283,292,0,0,0,0,,,,,0,0,,,,,0,0,1996,,,02,,-13757625.376768,5665303.55914711
2737,HofmRJ2000,LS_2958,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",284,44,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13756575.7321694,5511166.39076701
2738,HofmRJ2000,LS_2959,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",285,291,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13757948.3415319,5666856.89548378
2739,HofmRJ2000,LS_2960,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",286,38,0,0,0,0,,,,,0,0,,,,,0,0,1996,,,02,,-13756958.0873466,5517928.24403223
2740,HofmRJ2000,LS_2961,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",287,274,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13758605.2072796,5670465.97340415
2741,HofmRJ2000,LS_2962,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",288,2,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13758122.3078917,5543106.57452745
2742,HofmRJ2000,LS_2963,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",289,45,0,0,0,0,,,,,0,0,,,,,0,0,1996,,,02,,-13757992.0555824,5505025.29305467
2743,HofmRJ2000,LS_2964,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",290,364,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13758908.7645568,5613463.16993859
2744,HofmRJ2000,LS_2965,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",291,363,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13759007.9309793,5617156.35468345
2745,HofmRJ2000,LS_2966,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",292,259,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13759421.2236187,5671972.85667068
2746,HofmRJ2000,LS_2967,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",293,46,0,0,0,0,,,,,0,0,,,,Aerial Photo Evaluation,0,0,1996,,,02,,-13758563.9879202,5512281.55520903
2747,HofmRJ2000,LS_2968,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",294,23,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13759026.25999,5535670.31088928
2748,HofmRJ2000,LS_2969,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",295,19,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13759266.1429854,5537238.31738871
2749,HofmRJ2000,LS_2971,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",297,48,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13759471.5995868,5506836.34519117
2750,HofmRJ2000,LS_2972,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",298,24,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13759696.813668,5535565.05379642
2751,HofmRJ2000,LS_2973,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",299,22,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13759756.0826728,5535858.49568825
2752,HofmRJ2000,LS_2974,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",300,25,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13759925.7553377,5528857.51862904
2753,HofmRJ2000,LS_2975,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",301,47,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13760049.8641316,5510891.17281135
2754,HofmRJ2000,LS_2976,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",302,20,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13760384.808064,5537796.2289369
2755,HofmRJ2000,LS_2977,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",303,254,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13762207.7291703,5672307.90049821
2756,HofmRJ2000,LS_2978,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",304,21,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13761272.4799422,5537094.19338481
2757,HofmRJ2000,LS_2979,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",305,370,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13761866.7882966,5612197.73431939
2758,HofmRJ2000,LS_2980,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",306,56,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13761233.7895525,5500673.60141497
2759,HofmRJ2000,LS_2981,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",307,57,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13761251.7583254,5500238.08502351
2760,HofmRJ2000,LS_2982,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",308,253,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13762994.2430988,5672759.95125606
2761,HofmRJ2000,LS_2983,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",309,371,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13762637.3704135,5612198.92750925
2762,HofmRJ2000,LS_2984,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",310,55,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13761990.6696708,5501024.8627849
2763,HofmRJ2000,LS_2985,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",311,54,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13762092.9098493,5504194.99633077
2764,HofmRJ2000,LS_2986,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",312,256,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13764563.3364256,5671314.38408869
2765,HofmRJ2000,LS_2987,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",313,251,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13764906.8670863,5671668.0812229
2766,HofmRJ2000,LS_2988,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",314,52,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13763696.8040597,5503568.2709517
2767,HofmRJ2000,LS_2989,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",315,53,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13763725.5427298,5503610.93135177
2768,HofmRJ2000,LS_2990,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",316,252,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13765109.4577638,5671593.56899724
2769,HofmRJ2000,LS_2991,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",317,248,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13765201.1762804,5673971.87905236
2770,HofmRJ2000,LS_2992,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",318,375,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13764606.3684661,5582753.94624232
2771,HofmRJ2000,LS_2993,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",319,26,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13764203.7059374,5529225.77156957
2772,HofmRJ2000,LS_2994,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",320,51,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13764109.4358526,5506286.4612289
2773,HofmRJ2000,LS_2995,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",321,50,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13764186.1274037,5506071.72655077
2774,HofmRJ2000,LS_2996,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",322,255,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13766012.3428905,5671200.8121592
2775,HofmRJ2000,LS_2997,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",323,39,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13764793.9526873,5514522.03879635
2776,HofmRJ2000,LS_2998,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",324,49,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13765133.3759285,5507007.09564317
2777,HofmRJ2000,LS_2999,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",325,257,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13766630.7358957,5670591.96571065
2778,HofmRJ2000,LS_3000,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",326,27,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13765640.5475358,5527717.51186926
2779,HofmRJ2000,LS_3001,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",327,233,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13767359.9277192,5678058.40536545
2780,HofmRJ2000,LS_3002,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",328,232,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13767580.1127166,5678354.97981382
2781,HofmRJ2000,LS_3003,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",329,249,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13767756.5723401,5672590.16776743
2782,HofmRJ2000,LS_3004,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",330,234,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13768162.8181731,5678619.38264614
2783,HofmRJ2000,LS_3005,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",331,258,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13768093.1042486,5670361.47383726
2784,HofmRJ2000,LS_3006,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",332,33,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13767073.2450447,5534496.86247984
2785,HofmRJ2000,LS_3007,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",333,250,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13768654.6274324,5671615.01733961
2786,HofmRJ2000,LS_3008,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",334,28,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13767471.8475731,5527380.35602703
2787,HofmRJ2000,LS_3009,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",335,30,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13767600.7882461,5528310.32441241
2788,HofmRJ2000,LS_3010,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",336,235,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13769264.7445287,5677678.26341899
2789,HofmRJ2000,LS_3011,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",337,29,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13768300.1631631,5526593.07118652
2790,HofmRJ2000,LS_3012,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",338,236,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13769645.8343707,5677274.66429466
2791,HofmRJ2000,LS_3013,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",339,368,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13769130.1494005,5613490.05438449
2792,HofmRJ2000,LS_3014,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",340,369,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13769517.2559818,5613262.7786184
2793,HofmRJ2000,LS_3015,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",341,10,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13768934.7538769,5543302.33673907
2794,HofmRJ2000,LS_3016,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",342,237,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13770121.9605049,5676972.05643889
2795,HofmRJ2000,LS_3017,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",343,31,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13769014.0583212,5529186.53723916
2796,HofmRJ2000,LS_3018,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",344,32,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13769125.6288995,5532272.87458705
2797,HofmRJ2000,LS_3019,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",345,238,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13770418.1537485,5676831.20157534
2798,HofmRJ2000,LS_3020,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",346,12,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13769283.5502251,5542565.30038037
2799,HofmRJ2000,LS_3021,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",347,239,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13770490.6572879,5676830.62290954
2800,HofmRJ2000,LS_3022,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",348,11,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13769402.62369,5542426.72312264
2801,HofmRJ2000,LS_3023,Bureau of Land Management-Salem District,"Digitized from BLM Township, Range, Section, Maps",349,373,0,0,0,0,,,,,0,0,,,,Ground Based Evaluation,0,0,1996,,,02,,-13769990.8905243,5608020.31632444
